0.jpg	33	31	83	81	100	100
351.jpg	68	42	145	119	192	185
300.jpg	162	38	209	85	340	224
301.jpg	150	51	275	176	350	244
103.jpg	95	40	185	130	350	301
81.jpg	162	54	243	135	350	238
6.jpg	83	22	111	50	190	140
79.jpg	90	98	229	237	251	333
36.jpg	125	33	188	96	350	249
9.jpg	75	24	103	52	194	143
10.jpg	82	38	140	96	320	240
179.jpg	34	106	163	235	300	337
220.jpg	122	0	314	192	350	402
83.jpg	240	51	303	114	350	251
154.jpg	193	76	307	190	350	327
409.jpg	185	19	249	83	350	378
16.jpg	35	21	62	48	112	140
77.jpg	115	106	239	230	350	395
19.jpg	95	14	203	122	350	232
368.jpg	103	43	156	96	199	198
415.jpg	80	144	283	347	350	466
23.jpg	69	51	140	122	350	287
370.jpg	77	185	257	365	350	491
26.jpg	174	64	241	131	350	237
27.jpg	51	82	79	110	135	200
28.jpg	43	37	136	130	200	160
29.jpg	101	84	236	219	287	320
32.jpg	123	0	254	131	320	224
58.jpg	177	23	255	101	350	192
209.jpg	45	60	180	195	350	267
40.jpg	99	41	150	92	225	294
225.jpg	168	58	233	123	350	262
374.jpg	135	99	242	206	350	264
210.jpg	171	45	227	101	350	290
461.jpg	13	65	264	316	350	350
55.jpg	7	27	60	80	100	100
157.jpg	57	123	220	286	320	392
59.jpg	106	28	161	83	300	200
62.jpg	61	90	89	118	150	227
119.jpg	210	66	283	139	350	248
68.jpg	105	31	148	74	200	134
70.jpg	26	27	148	149	163	163
76.jpg	69	48	106	85	160	239
80.jpg	93	135	178	220	350	350
269.jpg	42	28	134	120	284	432
85.jpg	132	30	169	67	294	189
88.jpg	73	85	141	153	203	269
89.jpg	147	48	219	120	240	180
90.jpg	82	72	179	169	284	400
92.jpg	146	38	194	86	350	248
93.jpg	45	67	167	189	350	251
95.jpg	92	35	132	75	250	247
96.jpg	57	46	114	103	174	170
101.jpg	24	39	83	98	191	149
314.jpg	39	64	129	154	300	255
111.jpg	29	35	91	97	175	142
112.jpg	59	89	165	195	345	450
460.jpg	103	34	173	104	350	262
408.jpg	125	60	195	130	350	338
118.jpg	176	83	247	154	350	397
439.jpg	101	75	177	151	350	496
122.jpg	83	24	112	53	172	180
525.jpg	136	114	201	179	350	290
126.jpg	130	44	196	110	328	259
517.jpg	76	275	177	376	350	461
284.jpg	128	73	214	159	320	240
131.jpg	128	50	172	94	320	240
132.jpg	56	23	94	61	150	226
134.jpg	33	68	115	150	150	200
139.jpg	169	86	236	153	350	465
142.jpg	64	20	93	49	110	120
